date,site,Hs,Td,dir,Ta,temp
5/3/08,San Francisco,1.4,16.67,232,5.81,9.9
5/4/08,San Francisco,1.89,9.09,261,7.11,9.4
5/5/08,San Francisco,1.86,10.53,268,8.61,10.2
5/6/08,San Francisco,1.56,10.53,263,7.46,10.2
5/7/08,San Francisco,2.1,13.33,244,5.66,9.9
5/8/08,San Francisco,1.93,9.88,281,6.87,8.6
5/9/08,San Francisco,2,9.88,277,5.98,9.7
5/10/08,San Francisco,1.35,7.69,279,5.06,9.4
5/11/08,San Francisco,1.34,5.88,291,4.35,11.2
5/12/08,San Francisco,2.7,11.11,268,7.05,11.5
5/13/08,San Francisco,2.43,9.88,255,6.96,11.5
5/14/08,San Francisco,1.42,7.14,274,6.17,11.3
5/15/08,San Francisco,1.29,9.09,268,6.91,11.5
5/16/08,San Francisco,1.31,13.33,253,9.4,11.9
5/17/08,San Francisco,1.78,14.29,244,11.37,11.9
5/18/08,San Francisco,1.91,13.33,247,9.33,12.1
5/19/08,San Francisco,1.3,12.5,247,8.07,11.8
5/20/08,San Francisco,1.17,16.67,246,8.89,11.5
5/21/08,San Francisco,2.21,5.88,291,5.5,10.2
5/22/08,San Francisco,3.14,9.88,275,6.88,8.9
5/23/08,San Francisco,3.15,8.33,281,7.31,8.6
5/24/08,San Francisco,1.9,9.88,267,7.32,9.6
5/25/08,San Francisco,0.92,10.53,253,7.11,11.5
5/26/08,San Francisco,0.72,9.88,264,5.54,12
5/27/08,San Francisco,0.66,14.29,219,6.75,12.2
5/28/08,San Francisco,0.68,10.53,260,7.66,12.5
5/29/08,San Francisco,1,9.09,261,7.81,12.5
5/30/08,San Francisco,0.72,11.11,257,5.46,12.2
5/31/08,San Francisco,1.14,6.25,278,5.17,12.1
6/1/08,San Francisco,1.64,6.67,281,5.86,12
6/2/08,San Francisco,1.69,5.26,284,5.66,11.5
6/3/08,San Francisco,1.07,5.88,281,4.89,9.8
6/4/08,San Francisco,2.22,6.25,282,5.44,10.1
6/5/08,San Francisco,1.97,8.33,282,5.57,8.7
6/6/08,San Francisco,1.92,7.14,285,5.04,9.2
6/7/08,San Francisco,2.86,11.11,267,7.86,9.1
6/8/08,San Francisco,2.27,10.53,263,7.77,11.9
6/9/08,San Francisco,2.2,9.09,265,7,12
6/10/08,San Francisco,1.97,8.33,275,5.39,12.2
6/11/08,San Francisco,2.26,10.53,265,6.8,12.3
6/12/08,San Francisco,2.11,9.88,258,7.46,11.9
6/13/08,San Francisco,1.27,9.88,267,6.61,11.7
6/14/08,San Francisco,0.99,9.88,275,6.13,12.4
6/15/08,San Francisco,1.18,10.53,250,7.24,12.5
6/16/08,San Francisco,1.99,8.33,275,6.62,12.2
6/17/08,San Francisco,1.67,8.33,270,6.2,11.3
6/18/08,San Francisco,1.56,8.33,271,5.79,11.6
6/19/08,San Francisco,1.16,16.67,220,5.97,11.8
6/20/08,San Francisco,0.78,14.29,222,5.77,12.7
6/21/08,San Francisco,0.66,16.67,216,7.58,14
6/22/08,San Francisco,1.22,14.29,226,4.77,12
6/23/08,San Francisco,1.58,7.69,275,5.36,11.9
6/24/08,San Francisco,1.36,7.69,278,5.95,12.9
6/25/08,San Francisco,1.79,7.69,284,5.19,13
6/26/08,San Francisco,1.97,8.33,275,6.4,13
6/27/08,San Francisco,1.47,9.09,275,6.39,12.5
6/28/08,San Francisco,0.96,15.38,250,5.51,12.5
6/29/08,San Francisco,0.83,9.88,263,6.58,12.4
6/30/08,San Francisco,0.75,15.38,241,8.12,12.5
7/1/08,San Francisco,0.66,15.38,222,7,12.6
7/2/08,San Francisco,0.88,10.53,241,5.39,12.4
7/3/08,San Francisco,1.08,9.09,247,5.75,12
7/4/08,San Francisco,0.96,18.18,213,5.33,12.4
7/5/08,San Francisco,1.22,16.67,208,4.93,12.5
7/6/08,San Francisco,1.38,6.67,285,4.87,13
7/7/08,San Francisco,2.51,12.5,261,8.96,13.8
7/8/08,San Francisco,1.97,11.11,260,8.35,14
7/9/08,San Francisco,1.07,11.11,265,6.76,14.2
7/10/08,San Francisco,0.75,10.53,268,6.81,14.5
7/11/08,San Francisco,1.39,9.88,274,5.59,14.8
7/12/08,San Francisco,0.85,10.53,248,5.18,15
7/13/08,San Francisco,0.7,8.33,263,6,15.1
7/14/08,San Francisco,0.62,11.76,246,6.68,15.5
7/15/08,San Francisco,0.65,16.67,233,6.98,15.5
7/16/08,San Francisco,0.66,15.38,253,5.34,15
7/17/08,San Francisco,1.37,7.14,285,5.52,14.7
7/18/08,San Francisco,1.38,8.33,272,5.61,13.8
7/19/08,San Francisco,1.34,7.69,278,6.27,14.4
7/20/08,San Francisco,1.81,9.88,272,6.1,14
7/21/08,San Francisco,0.89,15.38,218,5.06,14.5
7/22/08,San Francisco,0.78,14.29,219,5.42,15
7/23/08,San Francisco,1.95,9.88,271,7.07,15
7/24/08,San Francisco,1.8,8.33,279,6.32,15
7/25/08,San Francisco,1.55,8.33,274,5.82,15
7/26/08,San Francisco,1.5,7.69,275,5.22,15
7/27/08,San Francisco,1.38,6.67,278,4.98,15
7/28/08,San Francisco,1.26,6.67,272,5.73,14.8
7/29/08,San Francisco,1.2,6.25,278,5.77,14
7/30/08,San Francisco,1.05,5.56,286,5.54,13.9
7/31/08,San Francisco,1.58,11.11,254,7.52,13.4
8/1/08,San Francisco,1.5,9.88,264,6.22,12.9
8/2/08,San Francisco,1.21,6.25,281,4.9,12.4
8/3/08,San Francisco,1.35,5.56,285,4.7,11.2
8/4/08,San Francisco,1.36,8.33,278,5.79,12.6
8/5/08,San Francisco,0.82,15.38,226,4.71,13.6
8/6/08,San Francisco,0.79,15.38,233,3.79,14
8/7/08,San Francisco,0.73,14.29,229,4.49,14.4
8/8/08,San Francisco,0.76,13.33,232,5.48,14.5
8/9/08,San Francisco,0.89,16.67,240,4.72,14.4
8/10/08,San Francisco,1.36,8.33,263,6.07,14.1
8/11/08,San Francisco,1.35,7.69,274,6.29,13.6
8/12/08,San Francisco,1.5,8.33,277,6.32,13.8
8/13/08,San Francisco,1.91,9.09,277,6.96,13.8
8/14/08,San Francisco,1.52,7.69,271,6.36,14.5
8/15/08,San Francisco,1.1,7.69,274,6.97,13.8
8/16/08,San Francisco,1.38,12.5,247,8.05,13.7
8/17/08,San Francisco,1.16,9.88,257,7.98,13.5
8/18/08,San Francisco,0.69,9.09,257,6.82,13.9
8/19/08,San Francisco,0.77,9.09,271,5.62,14.4
8/20/08,San Francisco,0.71,7.69,261,6.08,14.9
8/21/08,San Francisco,1.46,10.53,260,6.61,15.5
8/22/08,San Francisco,2.38,13.33,263,8.48,15.9
8/23/08,San Francisco,1.6,9.88,263,6.87,16.2
8/24/08,San Francisco,1.09,14.29,260,6.56,16.2
8/25/08,San Francisco,1.58,10.53,257,5.78,16.1
8/26/08,San Francisco,2.29,9.88,263,6.92,16
8/27/08,San Francisco,1.82,9.09,270,7.28,15.7
8/28/08,San Francisco,1.6,9.09,267,7.06,15.1
8/29/08,San Francisco,2,12.5,260,10.01,16.3
8/30/08,San Francisco,1.51,9.09,270,7.97,15.9
8/31/08,San Francisco,2.91,11.11,271,6.89,14.9
9/1/08,San Francisco,2.29,9.88,279,7.4,13.8
9/2/08,San Francisco,1.18,7.69,279,6.74,15.4
9/3/08,San Francisco,1.24,9.09,275,6.9,15.6
9/4/08,San Francisco,1.12,8.33,279,6.63,15.7
9/5/08,San Francisco,1.27,10.53,263,8.34,15.9
9/6/08,San Francisco,1.07,9.88,270,7.77,16.2
9/7/08,San Francisco,1.01,10.53,284,7.09,16.1
9/8/08,San Francisco,1.29,18.18,229,6.98,16
9/9/08,San Francisco,1.19,9.88,264,7.27,15.6
9/10/08,San Francisco,1.56,10.53,260,7.96,15.7
9/11/08,San Francisco,1.28,11.11,257,7.87,15.6
9/12/08,San Francisco,1.03,15.38,241,6.05,15.9
9/13/08,San Francisco,0.86,8.33,270,6.81,15.5
9/14/08,San Francisco,0.81,9.09,268,7.43,15.3
9/15/08,San Francisco,0.73,8.33,267,7.49,15.2
9/16/08,San Francisco,0.78,12.5,250,8.01,15.5
9/17/08,San Francisco,0.9,11.76,265,8.1,15.5
9/18/08,San Francisco,0.85,12.5,247,8.61,15.8
9/19/08,San Francisco,0.73,16.67,222,9.74,15.9
9/20/08,San Francisco,1.24,12.5,248,8.41,16.4
9/21/08,San Francisco,1.12,10.53,257,5.51,16.6
9/22/08,San Francisco,1.32,7.14,281,5.43,16.6
9/23/08,San Francisco,1.27,8.33,277,6.57,16.5
9/24/08,San Francisco,0.99,9.88,255,5.64,16.3
9/25/08,San Francisco,0.79,14.29,199,5.19,16
9/26/08,San Francisco,2.01,11.76,254,8.77,16
9/27/08,San Francisco,1.35,9.88,253,6.69,15.9
9/28/08,San Francisco,0.82,16.67,218,6.73,15.5
9/29/08,San Francisco,0.65,14.29,218,6.7,15.2
9/30/08,San Francisco,0.56,16.67,223,8.13,15.2
10/1/08,San Francisco,0.85,11.11,251,9.55,15.5
10/2/08,San Francisco,1.4,11.76,251,8.38,15.9
10/3/08,San Francisco,2.22,11.11,254,9.04,16.1
10/4/08,San Francisco,1.43,8.33,261,5.29,15.5
10/5/08,San Francisco,3.34,11.76,255,9.97,16.2
10/6/08,San Francisco,1.69,9.88,257,8.36,16.6
10/7/08,San Francisco,1.89,9.88,255,7.06,16.5
10/8/08,San Francisco,1.76,9.09,265,6.72,16.5
10/9/08,San Francisco,2.59,9.88,265,7.43,15.7
10/10/08,San Francisco,2.51,11.76,254,7.25,15.2
10/11/08,San Francisco,2.3,10.53,268,8.1,14.5
10/12/08,San Francisco,1.48,10.53,272,7.31,13
10/13/08,San Francisco,0.82,9.09,258,6.03,13.1
10/14/08,San Francisco,2.11,15.38,251,13.43,13.2
10/15/08,San Francisco,1.87,11.76,261,10.21,13.8
10/16/08,San Francisco,1.43,11.76,253,7.44,13.8
10/17/08,San Francisco,0.97,9.88,275,6.26,13.5
10/18/08,San Francisco,1.02,12.5,253,7.58,13.9
10/19/08,San Francisco,1.03,9.88,268,8.69,14.1
10/20/08,San Francisco,1.61,4.76,288,5.44,14.4
10/21/08,San Francisco,1.12,12.5,258,6.3,14.5
10/22/08,San Francisco,1.52,10.53,263,8.1,14.2
10/23/08,San Francisco,1.02,11.76,257,9.03,13.7
10/24/08,San Francisco,1.63,14.29,251,9.93,13.5
10/25/08,San Francisco,1.64,12.5,247,10.15,13.5
10/26/08,San Francisco,3.8,18.18,253,14.14,13.1
10/27/08,San Francisco,2.26,14.29,246,12.33,13.2
10/28/08,San Francisco,1.26,13.33,254,8.33,13.4
10/29/08,San Francisco,0.93,13.33,253,8.15,13.3
10/30/08,San Francisco,0.86,12.5,247,10.03,13.2
10/31/08,San Francisco,1.97,9.88,247,5.51,12.6
11/1/08,San Francisco,1.49,6.67,219,5.01,12.8
11/2/08,San Francisco,2.2,11.11,250,8.32,12.7
11/3/08,San Francisco,2.74,11.76,260,9.94,13.6
11/4/08,San Francisco,1.8,11.11,255,6.18,13.7
11/5/08,San Francisco,1.62,9.88,264,6.64,13.8
11/6/08,San Francisco,1,9.09,261,7.43,13.9
11/7/08,San Francisco,1.29,8.33,264,6.47,13.8
11/8/08,San Francisco,1.34,10.53,267,7.57,13.8
11/9/08,San Francisco,2.81,14.29,247,8.09,13.7
11/10/08,San Francisco,3.29,11.76,254,8.49,13.5
11/11/08,San Francisco,1.47,11.76,251,8.08,13.2
11/12/08,San Francisco,1.71,14.29,251,10.42,13.4
11/13/08,San Francisco,2.19,12.5,263,8.86,13.5
11/14/08,San Francisco,2.29,13.33,253,9.16,13.5
11/15/08,San Francisco,2.04,12.5,255,10.28,13.2
11/16/08,San Francisco,1.53,11.76,265,10.87,13.5
11/17/08,San Francisco,0.94,10.53,261,8.7,13.8
11/18/08,San Francisco,0.85,11.76,251,6.54,13.9
11/19/08,San Francisco,0.74,10.53,268,7.26,14
11/20/08,San Francisco,0.61,9.88,250,7.05,13.9
11/21/08,San Francisco,2.18,13.33,258,9.68,13.8
11/22/08,San Francisco,2.54,13.33,251,8.91,13.6
11/23/08,San Francisco,1.86,11.76,263,8.66,13.4
11/24/08,San Francisco,1.47,11.11,258,7.57,13
11/25/08,San Francisco,1.25,14.29,247,9.89,12.9
11/26/08,San Francisco,1.75,11.76,261,9.94,13
11/27/08,San Francisco,1.86,15.38,254,9.68,13
11/28/08,San Francisco,1.51,15.38,251,7.33,13.1
11/29/08,San Francisco,3.02,14.29,258,12.44,13.1
11/30/08,San Francisco,4.28,20,265,14.67,13
12/1/08,San Francisco,3.22,15.38,255,13.11,13.1
12/2/08,San Francisco,1.65,14.29,254,9.64,13.1
12/3/08,San Francisco,2.37,12.5,260,9.51,13.1
12/4/08,San Francisco,1.9,18.18,248,10.09,13.1
12/5/08,San Francisco,2.48,15.38,253,11.79,13
12/6/08,San Francisco,1.46,14.29,255,10.21,12.9
12/7/08,San Francisco,1.77,12.5,261,11.82,12.6
12/8/08,San Francisco,2.46,13.33,254,8.51,12.5
12/9/08,San Francisco,1.93,13.33,251,9.05,12.2
12/10/08,San Francisco,1.1,12.5,254,7.56,12.1
12/11/08,San Francisco,0.91,15.38,250,8.83,12
12/12/08,San Francisco,2.04,13.33,257,7.33,12.1
12/13/08,San Francisco,2.06,11.76,265,5.79,12.1
12/14/08,San Francisco,2.41,15.38,264,9.12,12
12/15/08,San Francisco,1.6,11.11,264,7.2,11.8
12/16/08,San Francisco,1.78,12.5,258,7.19,11.7
12/17/08,San Francisco,1,11.11,267,7.3,11.5
12/18/08,San Francisco,2,7.14,285,5.41,11.4
12/19/08,San Francisco,1.3,3.85,218,4.33,11.4
12/20/08,San Francisco,1.01,11.76,263,5.54,11.2
12/21/08,San Francisco,0.97,8.33,261,7.69,11.1
12/22/08,San Francisco,1.23,14.29,251,5.44,11.1
12/23/08,San Francisco,3.12,15.38,253,10.3,11
12/24/08,San Francisco,1.47,11.76,264,7.4,11
12/25/08,San Francisco,3.99,12.5,250,8.33,11.1
12/26/08,San Francisco,4.78,16.67,260,11.15,10.9
12/27/08,San Francisco,1.97,12.5,271,8.39,10.6
12/28/08,San Francisco,1.02,12.5,268,8.12,10.9
12/29/08,San Francisco,1.36,16.67,257,10.44,10.8
12/30/08,San Francisco,1.21,10.53,264,7.49,10.8
12/31/08,San Francisco,1.89,14.29,257,8.88,10.8
1/1/09,San Francisco,1.25,12.5,261,7.32,10.8
1/2/09,San Francisco,1.2,16.67,257,8.65,10.8
1/3/09,San Francisco,1.94,10.53,270,7.2,10.8
1/4/09,San Francisco,1.95,9.88,264,7.83,10.5
1/5/09,San Francisco,1.18,13.33,254,8.37,10.5
1/6/09,San Francisco,2.19,16.67,250,9.76,10.6
1/7/09,San Francisco,2.47,14.29,255,10.21,10.5
1/8/09,San Francisco,1.84,12.5,257,9.27,10.4
1/9/09,San Francisco,2.29,11.11,261,8.27,10.4
1/10/09,San Francisco,1.58,10.53,258,8.68,10.4
1/11/09,San Francisco,1.23,11.76,257,9.49,10.3
1/12/09,San Francisco,1.67,13.33,260,9.76,10.4
1/13/09,San Francisco,0.87,11.76,261,7.5,10.5
1/14/09,San Francisco,0.81,13.33,247,9.98,10.5
1/15/09,San Francisco,0.69,13.33,250,9.71,10.6
1/16/09,San Francisco,0.7,22.22,233,7.8,10.6
1/17/09,San Francisco,2.34,18.18,251,14.91,10.7
1/18/09,San Francisco,2.16,15.38,247,12.85,10.8
1/19/09,San Francisco,1.69,15.38,248,11.25,10.8
1/20/09,San Francisco,1.84,14.29,250,10.84,10.8
1/21/09,San Francisco,1.74,13.33,250,10.88,10.8
1/22/09,San Francisco,1.4,11.11,253,9.14,10.8
1/23/09,San Francisco,1.16,16.67,251,9.29,10.9
1/24/09,San Francisco,2.11,14.29,251,11.62,10.9
1/25/09,San Francisco,1.73,13.33,261,6.44,10.9
1/26/09,San Francisco,2.37,15.38,254,8.91,10.8
1/27/09,San Francisco,1.91,12.5,251,8.61,10.6
1/28/09,San Francisco,1.18,13.33,251,9.71,10.6
1/29/09,San Francisco,1.4,11.76,254,6.69,10.7
1/30/09,San Francisco,0.9,10.53,270,7.47,10.8
1/31/09,San Francisco,0.79,9.88,267,4.37,10.9
2/1/09,San Francisco,1.01,13.33,264,6.95,10.8
2/2/09,San Francisco,1.07,11.76,260,8.72,10.9
2/3/09,San Francisco,0.69,11.76,271,8.59,11
2/4/09,San Francisco,1.05,13.33,257,11.09,10.9
2/5/09,San Francisco,2.17,14.29,253,9.93,11
2/6/09,San Francisco,1.74,11.11,254,7.35,11.1
2/7/09,San Francisco,3.8,13.33,251,10.39,11.2
2/8/09,San Francisco,3.04,15.38,248,10.33,11.3
2/9/09,San Francisco,1.99,14.29,251,6.75,11.2
2/10/09,San Francisco,3.02,12.5,260,8.45,11.2
2/11/09,San Francisco,2.24,12.5,257,6.82,11.2
2/12/09,San Francisco,3,15.38,264,10.13,11.1
2/13/09,San Francisco,1.94,12.5,257,6.05,11.4
2/14/09,San Francisco,3.17,14.29,258,10.02,11.1
2/15/09,San Francisco,2.6,8.33,201,6.36,11.2
2/16/09,San Francisco,3.76,9.88,223,7.99,11.2
2/17/09,San Francisco,2.58,16.67,250,7.49,11.5
2/18/09,San Francisco,1.8,20,254,7.77,11
2/19/09,San Francisco,1.4,16.67,244,10.51,11.2
2/20/09,San Francisco,2.11,14.29,247,9.53,11.2
2/21/09,San Francisco,1.83,12.5,248,9.35,10.9
2/22/09,San Francisco,2.12,5.88,206,5.45,11.6
2/23/09,San Francisco,1.85,7.69,208,5.92,12
2/24/09,San Francisco,1.7,13.33,253,6.73,12.1
2/25/09,San Francisco,1.93,11.11,254,9.19,11.8
2/26/09,San Francisco,1.71,14.29,250,7.01,12.2
2/27/09,San Francisco,1.85,18.18,247,9.02,12
2/28/09,San Francisco,1.25,15.38,251,10.64,12.1
3/1/09,San Francisco,0.98,15.38,257,6.5,12.2
3/2/09,San Francisco,2.29,14.29,258,6.4,12.2
3/3/09,San Francisco,2.38,11.76,254,6.88,12.4
3/4/09,San Francisco,2.99,14.29,260,9.48,12.2
3/5/09,San Francisco,2.07,13.33,261,8.66,12.1
3/6/09,San Francisco,1.39,11.11,264,6.34,12.3
3/7/09,San Francisco,1.24,7.14,268,5.74,12.3
3/8/09,San Francisco,1.3,8.33,267,6.74,12.3
3/9/09,San Francisco,2.61,16.67,241,6.8,12.1
3/10/09,San Francisco,1.65,13.33,253,7.81,11.9
3/11/09,San Francisco,1.83,16.67,248,10.1,11.6
3/12/09,San Francisco,1.48,14.29,258,8.6,12
3/13/09,San Francisco,1.01,13.33,261,7.04,12.1
3/14/09,San Francisco,1.28,13.33,265,4.8,12.3
3/15/09,San Francisco,1.17,11.76,263,7.28,12.1
3/16/09,San Francisco,1.47,12.5,251,6.93,12.2
3/17/09,San Francisco,2.32,13.33,255,10.41,12.5
3/18/09,San Francisco,2.18,14.29,260,8.89,12.7
3/19/09,San Francisco,1.65,13.33,248,7.41,12.7
3/20/09,San Francisco,1.57,11.76,255,5.74,12.4
3/21/09,San Francisco,1.4,11.76,255,5.3,12
3/22/09,San Francisco,1.4,10.53,260,5.67,11.5
3/23/09,San Francisco,3.46,14.29,246,9.05,10
3/24/09,San Francisco,1.83,7.69,267,6.37,9.9
3/25/09,San Francisco,2.03,9.09,267,7.05,10.6
3/26/09,San Francisco,2.26,8.33,270,6.06,10.2
3/27/09,San Francisco,2.35,9.09,275,7.23,9.3
3/28/09,San Francisco,2.22,9.09,275,8,10.9
3/29/09,San Francisco,2.84,14.29,263,7.24,10.4
3/30/09,San Francisco,2.28,11.11,277,7.1,11.1
3/31/09,San Francisco,1.55,11.11,267,7.01,11.3
4/1/09,San Francisco,2.76,8.33,282,5.49,10
4/2/09,San Francisco,2.59,16.67,253,6.98,10.9
4/3/09,San Francisco,2.69,8.33,274,6.17,9.4
4/4/09,San Francisco,2.61,9.88,277,7.87,11
4/5/09,San Francisco,1.57,13.33,251,9.42,11
4/6/09,San Francisco,2.02,16.67,246,15.12,10.1
4/7/09,San Francisco,2.29,14.29,251,11.55,10.4
4/8/09,San Francisco,1.28,11.11,257,7.03,10.2
4/9/09,San Francisco,1.13,16.67,247,8.43,10.5
4/10/09,San Francisco,1.59,15.38,240,7.15,10.8
4/11/09,San Francisco,1.95,7.69,278,6.01,10.6
4/12/09,San Francisco,1.19,11.76,261,4.76,10.5
4/13/09,San Francisco,1.85,16.67,260,8.28,9.9
4/14/09,San Francisco,3.31,9.88,281,7.49,8.9
4/15/09,San Francisco,2.95,9.88,278,7.21,8.6
4/16/09,San Francisco,1.88,11.11,268,5.98,8.4
4/17/09,San Francisco,1.31,6.25,285,5.13,10.4
4/18/09,San Francisco,1.75,6.67,284,6.01,10.6
4/19/09,San Francisco,2.25,13.33,260,9.45,11.2
4/20/09,San Francisco,1.38,11.76,253,8.23,11.9
4/21/09,San Francisco,0.85,10.53,270,7.36,11.6
4/22/09,San Francisco,0.74,9.09,268,6,11.4
4/23/09,San Francisco,0.99,20,225,6.13,11.7
4/24/09,San Francisco,1.5,9.09,271,5.82,10.9
4/25/09,San Francisco,1.75,8.33,275,6.17,8.6
4/26/09,San Francisco,1.92,8.33,279,5.86,8.9
4/27/09,San Francisco,1.59,10.53,274,5.84,8.9
4/28/09,San Francisco,1.43,6.67,288,4.8,9.3
4/29/09,San Francisco,0.69,9.88,271,5.25,10.2
4/30/09,San Francisco,0.73,16.67,243,4.62,11.4
5/1/09,San Francisco,0.6,15.38,240,5.34,11.5
5/2/09,San Francisco,1.62,8.33,246,5.62,11.3
5/3/09,San Francisco,1.22,8.33,234,5.88,11.4
5/4/09,San Francisco,2.91,14.29,250,10.46,11.5
5/5/09,San Francisco,1.87,11.11,253,7.22,11.4
5/6/09,San Francisco,3.65,12.5,250,10.24,11.7
5/7/09,San Francisco,2.05,13.33,246,8.17,11.6
5/8/09,San Francisco,2.27,8.33,270,7.02,11.1
5/9/09,San Francisco,1.96,9.88,263,6.27,10.2
5/10/09,San Francisco,1.45,9.09,267,5.82,10.2
5/11/09,San Francisco,1.59,7.14,288,4.62,9.9
5/12/09,San Francisco,1.87,6.67,289,4.95,8.8
5/13/09,San Francisco,1.62,8.33,277,5.24,8.7
5/14/09,San Francisco,1.23,4.17,295,4.19,9.5
5/15/09,San Francisco,1.01,5,279,4.22,9.9
5/16/09,San Francisco,1.51,8.33,270,6.52,12.5
5/17/09,San Francisco,1.06,7.69,264,6.45,12.4
5/18/09,San Francisco,1,8.33,271,5.78,12.6
5/19/09,San Francisco,0.93,7.14,274,5.93,12.2
5/20/09,San Francisco,1.85,7.69,281,5.99,12
5/21/09,San Francisco,1.44,9.88,261,7.14,12.6
5/22/09,San Francisco,1.52,9.09,270,7.08,12.1
5/23/09,San Francisco,1.52,7.14,277,6.72,11.6
5/24/09,San Francisco,2.26,9.09,271,6.74,11.1
5/25/09,San Francisco,1.58,8.33,270,6.22,10.9
5/26/09,San Francisco,1.48,8.33,277,6.51,10.5
5/27/09,San Francisco,1.44,8.33,278,6.52,12
5/28/09,San Francisco,0.92,8.33,268,5.23,12
5/29/09,San Francisco,0.67,10.53,254,4.39,12.6
5/30/09,San Francisco,0.66,13.33,230,5.07,13
5/31/09,San Francisco,0.71,10.53,250,5.28,13
6/1/09,San Francisco,1.19,10.53,247,5.58,12.8
6/2/09,San Francisco,0.99,9.09,248,5.8,12.7
6/3/09,San Francisco,0.68,7.69,255,5.41,13
6/4/09,San Francisco,0.68,15.38,223,5.49,13.2
6/5/09,San Francisco,0.55,13.33,233,8.51,13.6
6/6/09,San Francisco,0.71,16.67,229,9.83,13.9
6/7/09,San Francisco,0.8,15.38,222,6.4,13.8
6/8/09,San Francisco,0.87,14.29,220,4.67,13.6
6/9/09,San Francisco,0.9,14.29,219,5.08,13.1
6/10/09,San Francisco,0.61,16.67,220,7.32,13.5
6/11/09,San Francisco,0.81,16.67,213,5.69,13.8
6/12/09,San Francisco,1,15.38,212,4.49,13.9
6/13/09,San Francisco,0.67,18.18,219,6.78,14.5
6/14/09,San Francisco,0.68,15.38,220,7.47,14.7
6/15/09,San Francisco,0.68,18.18,222,9.34,14.8
6/16/09,San Francisco,1.17,16.67,222,5.37,14.5
6/17/09,San Francisco,1.35,15.38,227,6.07,14.3
6/18/09,San Francisco,1.8,7.69,275,6.57,14.5
6/19/09,San Francisco,1.77,7.14,277,6.32,14
6/20/09,San Francisco,2.88,9.09,274,7.08,13.8
6/21/09,San Francisco,2.95,9.09,271,7.18,12.6
6/22/09,San Francisco,1.96,9.88,258,7.5,11.6
6/23/09,San Francisco,1.77,9.09,263,7.22,13.5
6/24/09,San Francisco,1.36,9.09,271,7,13.2
6/25/09,San Francisco,0.77,18.18,208,5.36,12.6
6/26/09,San Francisco,2.67,11.76,264,8.9,13.9
6/27/09,San Francisco,1.95,10.53,267,7.75,14
6/28/09,San Francisco,1.07,9.09,278,6.21,14.4
6/29/09,San Francisco,1.45,7.69,285,6.42,14.6
6/30/09,San Francisco,1.99,11.76,270,6.87,14.6
7/1/09,San Francisco,1.21,14.29,230,5.6,14.8
7/2/09,San Francisco,0.91,10.53,265,6.46,14.8
7/3/09,San Francisco,1.05,9.09,275,7.68,15.1
7/4/09,San Francisco,0.88,9.09,274,7.66,15
7/5/09,San Francisco,0.77,15.38,248,6.87,15.1
7/6/09,San Francisco,1.01,15.38,229,4.96,14.6
7/7/09,San Francisco,0.92,15.38,223,4.77,14
7/8/09,San Francisco,1.52,7.69,279,5.86,13.9
7/9/09,San Francisco,1.66,7.14,284,5.21,12.9
7/10/09,San Francisco,1.14,6.67,281,4.81,12.3
7/11/09,San Francisco,1.38,7.14,289,4.58,13
7/12/09,San Francisco,1.24,6.25,279,4.4,14.8
7/13/09,San Francisco,1.26,6.25,282,4.45,14.7
7/14/09,San Francisco,1.15,9.09,281,5.96,14.9
7/15/09,San Francisco,1.09,7.69,278,5.78,14.5
7/16/09,San Francisco,0.86,5.88,277,5.27,14.2
7/17/09,San Francisco,0.77,12.5,230,5.15,14.3
7/18/09,San Francisco,0.76,14.29,227,5.78,14
7/19/09,San Francisco,1.48,7.69,281,6.48,13.8
7/20/09,San Francisco,1.5,8.33,281,6.45,13.9
7/21/09,San Francisco,1.34,6.67,286,5.4,12.2
7/22/09,San Francisco,1.32,6.67,286,4.86,11.1
7/23/09,San Francisco,1.26,7.69,282,6.03,12.1
7/24/09,San Francisco,1.32,10.53,267,6.67,13.2
7/25/09,San Francisco,1.36,14.29,268,8.65,13
7/26/09,San Francisco,1.38,11.76,271,7.28,13.3
7/27/09,San Francisco,1.14,11.11,265,6.54,13.9
7/28/09,San Francisco,1.23,5.88,291,5.5,14
7/29/09,San Francisco,0.86,9.09,271,5.9,14
7/30/09,San Francisco,0.89,11.11,248,6.26,14.1
7/31/09,San Francisco,0.93,9.09,261,5.27,13.9
8/1/09,San Francisco,0.94,11.11,247,5.82,13.8
8/2/09,San Francisco,0.69,9.88,278,6.87,14.2
8/3/09,San Francisco,0.72,18.18,218,6.34,14
8/4/09,San Francisco,0.65,16.67,215,6.24,13.4
8/5/09,San Francisco,0.67,15.38,216,9.13,13.9
8/6/09,San Francisco,0.51,13.33,230,7.19,14.5
8/7/09,San Francisco,0.64,14.29,205,4.32,14.5
8/8/09,San Francisco,1.17,6.25,289,5.58,14.2
8/9/09,San Francisco,1.09,8.33,282,6.65,14.3
8/10/09,San Francisco,1.25,7.69,279,6.45,14.6
8/11/09,San Francisco,1.02,7.69,282,5.26,14.8
8/12/09,San Francisco,1.29,6.25,289,5.05,15.4
8/13/09,San Francisco,1.51,6.67,285,5.07,15.6
8/14/09,San Francisco,1.49,7.14,275,5.17,15.8
8/15/09,San Francisco,1.46,7.69,277,5.85,15.6
8/16/09,San Francisco,1.54,8.33,277,6.39,14.8
